Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FO","Forestry Production and Trade","58","Ecuador","5616","Import Quantity","1629","Wood fuel, all species (export/import)","2017","2017","m3","112","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1992","1992","1000 US$","4","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1994","1994","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1995","1995","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1996","1996","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1997","1997","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1998","1998","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","1999","1999","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2000","2000","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2001","2001","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2002","2002","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2003","2003","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2004","2004","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2005","2005","1000 US$","0","F","FAO estimate"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2006","2006","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2007","2007","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2008","2008","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2009","2009","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2010","2010","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2011","2011","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2012","2012","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2013","2013","1000 US$","0","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2014","2014","1000 US$","4","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2015","2015","1000 US$","12","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2016","2016","1000 US$","12","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5622","Import Value","1629","Wood fuel, all species (export/import)","2017","2017","1000 US$","12","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5916","Export Quantity","1629","Wood fuel, all species (export/import)","2013","2013","m3","174","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5916","Export Quantity","1629","Wood fuel, all species (export/import)","2014","2014","m3","174","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5916","Export Quantity","1629","Wood fuel, all species (export/import)","2015","2015","m3","174","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5916","Export Quantity","1629","Wood fuel, all species (export/import)","2016","2016","m3","28","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5916","Export Quantity","1629","Wood fuel, all species (export/import)","2017","2017","m3","23","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5922","Export Value","1629","Wood fuel, all species (export/import)","2013","2013","1000 US$","51","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5922","Export Value","1629","Wood fuel, all species (export/import)","2014","2014","1000 US$","51","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5922","Export Value","1629","Wood fuel, all species (export/import)","2015","2015","1000 US$","51","Fp","Previous year"
"FO","Forestry Production and Trade","58","Ecuador","5922","Export Value","1629","Wood fuel, all species (export/import)","2016","2016","1000 US$","9","","Official data"
"FO","Forestry Production and Trade","58","Ecuador","5922","Export Value","1629","Wood fuel, all species (export/import)","2017","2017","1000 US$","4","","Official data"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1961","1961","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1962","1962","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1963","1963","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1964","1964","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1965","1965","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1966","1966","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1967","1967","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1968","1968","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1969","1969","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1970","1970","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1971","1971","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1972","1972","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1973","1973","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1974","1974","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1975","1975","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1976","1976","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1977","1977","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1978","1978","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1979","1979","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1980","1980","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1981","1981","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1982","1982","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1983","1983","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1984","1984","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1985","1985","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1986","1986","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1987","1987","m3","642","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1988","1988","m3","931","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1989","1989","m3","931","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1990","1990","m3","931","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1991","1991","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1992","1992","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1993","1993","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1994","1994","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1995","1995","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1996","1996","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1997","1997","m3","819","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1998","1998","m3","806","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","1999","1999","m3","794","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2000","2000","m3","782","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2001","2001","m3","770","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2002","2002","m3","758","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2003","2003","m3","747","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2004","2004","m3","735","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2005","2005","m3","724","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2006","2006","m3","713","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2007","2007","m3","702","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2008","2008","m3","692","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2009","2009","m3","681","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2010","2010","m3","681","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2011","2011","m3","690","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2012","2012","m3","712","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2013","2013","m3","739","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2014","2014","m3","771","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2015","2015","m3","810","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2016","2016","m3","832","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2017","2017","m3","861","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2009","2009","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2010","2010","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2011","2011","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2012","2012","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2013","2013","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2014","2014","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2015","2015","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2016","2016","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","65","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2017","2017","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1961","1961","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1962","1962","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1963","1963","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1964","1964","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1965","1965","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1966","1966","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1967","1967","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1968","1968","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1969","1969","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1970","1970","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1971","1971","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1972","1972","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1973","1973","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1974","1974","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1975","1975","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1976","1976","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1977","1977","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1978","1978","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1979","1979","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1980","1980","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1981","1981","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1982","1982","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1983","1983","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1984","1984","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1985","1985","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1986","1986","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1987","1987","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1988","1988","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1989","1989","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1990","1990","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1991","1991","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1992","1992","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1993","1993","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1994","1994","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1995","1995","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1996","1996","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1997","1997","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1998","1998","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","1999","1999","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2000","2000","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2001","2001","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2002","2002","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2003","2003","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2004","2004","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2005","2005","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2006","2006","m3","0","Fp","Previous year"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2007","2007","m3","0","Fp","Previous year"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2008","2008","m3","0","Fp","Previous year"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2009","2009","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2010","2010","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2011","2011","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2012","2012","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2013","2013","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2014","2014","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2015","2015","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2016","2016","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1627","Wood fuel, coniferous","2017","2017","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1961","1961","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1962","1962","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1963","1963","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1964","1964","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1965","1965","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1966","1966","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1967","1967","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1968","1968","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1969","1969","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1970","1970","m3","16000","","Official data"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1971","1971","m3","24010","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1972","1972","m3","23205","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1973","1973","m3","23151","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1974","1974","m3","21742","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1975","1975","m3","22101","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1976","1976","m3","23138","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1977","1977","m3","24324","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1978","1978","m3","24584","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1979","1979","m3","24992","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1980","1980","m3","24569","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1981","1981","m3","26374","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1982","1982","m3","28665","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1983","1983","m3","31394","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1984","1984","m3","33580","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1985","1985","m3","35829","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1986","1986","m3","38058","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1987","1987","m3","40306","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1988","1988","m3","43906","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1989","1989","m3","45647","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1990","1990","m3","44702","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1991","1991","m3","46277","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1992","1992","m3","47424","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1993","1993","m3","50410","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1994","1994","m3","52843","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1995","1995","m3","53884","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1996","1996","m3","56355","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1997","1997","m3","59235","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1998","1998","m3","64910","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","1999","1999","m3","69624","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","2000","2000","m3","74688","F","FAO estimate"
"FO","Forestry Production and Trade","69","French Guiana","5516","Production","1628","Wood fuel, non-coniferous","2001","2001","m3","79230","F","FAO estimate"
